dataset_id_easy,relationType,source_id,cit,identifier,url,target_id,abstract,citation_reference,notes
7,,,n,,http://arcticdata.io/catalog/view/urn:uuid:3127769f-f822-4f8d-a700-c84c42b5f638,urn:uuid:3127769f-f822-4f8d-a700-c84c42b5f638,"Over the past two years members of the Bering Sea Sub-Network (BSSN, http://www.bssn.net/) have provided input and achieved consensus that BSSN needs to evolve toward a broader range of data for the purpose of developing more tangible metrics and guidelines for adaptation. This evolution, entitled the Community Observing Network for Adaptation and Security (CONAS) requires a bridging period of approximately one year. The team will build off of the key elements of the BSSN data collection mechanisms but expand these to include more variables of interest and place them in a sociocultural context so that arctic communities and governments will be able to anticipate, plan and respond to these changes through the development of Adaptive Capacity Indices (ACIs). A transition year will allow the research team and participating Bering Sea communities to plan for full implementation of CONAS. CONAS will examine environmental change and response within a framework of social-ecological system (SES) science. In an SES context, the ability of a community to respond successfully to change is referred to as its adaptive capacity. Adaptive capacity reflects both the sensitivity of community members to their environment and their ability to institute changes that make them less vulnerable to a given perturbation (Ensor and Berger 2009, Wilkinson 2012). This framing of adaptive responses is critical to better enable communities to identify the spectrum of tradeoffs and their consequences during unusual or rapid change (Alessa et al 2008).", This framing of adaptive responses is critical to better enable communities to identify the spectrum of tradeoffs and their consequences during unusual or rapid change (Alessa et al 2008), 
30,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2ST7DX28,doi:10.18739/A2ST7DX28,"This submission contains 10 Be (Beryllium-10) data from four alpine glacier moraine sites and two fiord sites on southeastern Baffin Island, Arctic Canada. The data table includes 39 ages and all input data needed to independently calculate these ages. These exposure ages are part of an effort to document the glacial response to early Holocene abrupt climate change events and broader deglacial dynamics in the Baffin Bay region. The associated manuscript is in prep and its citation will be added when available.", The associated manuscript is in prep and its citation will be added when available, 
38,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2R20RW0F,doi:10.18739/A2R20RW0F,"In recent years, warmer Atlantic-origin waters have intruded into Svalbard's westcoast fjords. To predict the effect of the TAW (transformed Atlantic water) intrusion on the ice margin of tidewater glaciers, a detailed understanding of fjord circulation is important. While the general fjord circulation of Kongsfjorden, Svalbard, is well understood, water masses closest to the ice margin {and directly responsible for submarine glacial melt {are more difficult to study. To characterize the water masses and interpret fjord circulation at the calving-fronts of glaciers Kronebreen and Kongsvegen, Svalbard, oceanographic fieldwork was conducted along five primary transects, with the view to account for tidal influences as well. CTD (conductivity, temperature, depth) devices with attached OBS (relative turbidity) sensors were used to collect data that range from 200 m to 1.7 km from the ice face, between 22 Jul and 6 Aug 2011. Current velocities were also estimated using drogues constructed while in Svalbard. The data show significantly variability in the water column stratification between just days. In addition to the tidal cycle, winds and other factors also appear to play a major role in glacial discharge streams and circulation. A comparison with data collected in the same region in Jul 2005 (by Trusel et al. 2010) show the 2011 Intermediate Water (IW) at depth to be warmer than the 0 local water (LC) that was observed at comparable depths in 2005. These two layers lie above the TAW and may be warmer as a result of convection with increased TAW waters. Increased intrusion of Atlantic-origin waters after 2005 are likely to have warmed the waters in the inner fjord of Kongsfjorden, indicating that the ice margin of tidewater glaciers in Kongsfjorden are susceptible to heat fluxes from North Atlantic water intrusions.", A comparison with data collected in the same region in Jul 2005 (by Trusel et al,in senior thesis of same title
41,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2WP9T713,doi:10.18739/A2WP9T713,"The PIs propose to develop a new, high-resolution (annual to subdecadal) paleoclimate record (0 to ~2,000 y) from sediment cores taken in Arctic lagoonal settings adjacent to rivers emptying into the Beaufort Sea. This effort is a follow-up to an EAGER award that allowed collection of initial core material and a seismic dataset in Simpson Lagoon near the Colville River delta in August 2010. Initial results suggest that these sediment cores contain a valuable history of system response to climate change on the adjacent continent (e.g., river drainage basins) and terrestrial-marine linkages. All cores will be analyzed for stratigraphy (X-radiography), bulk organic and mineral content, granulometry, and geochronology (239,240Pu/137Cs). Detailed analysis for paleoclimate proxies will be carried out: the age-depth relationship for the deeper part of these cores will be determined using radiocarbon. Climate indicators that will be applied are organic biomarkers (lignin-phenols, cutins, plant pigments, and ä13C) and mineral tracers (major and trace element chemistry, stable isotopes, clay mineralogy, heavy mineral assemblages, granulometry, event-layer stratigraphy). The central hypothesis is that lagoonal settings within the Beaufort Sea contain high quality sediment records because they receive sediment input from larger rivers that drain the Brooks Range, that, if exploited, will dramatically improve our knowledge of high Arctic paleoclimate over the last two millenia. The PIs hypothesize three distinct sources: 1) rivers that drain the Brooks Range and the Arctic Coastal Plain (ACP), 2) storms that erode shoreline permafrosted ACP deposits and overwash barrier islands, and 3) marine primary production by phytoplankton, ice algae, and benthos. After an initial micro-scale examination of recent event layer (annual and storm deposits) mineral and POC succession, necessary to interpret paleoclimate-induced fluctuations in composition, they will examine the downcore record of temporal variations in layers, contrasting sites to decouple spatial changes in sources. Since the three source end-members have distinct mineral/POC composition, they believe that temporal variations will provide proxy information about climate changes that influence their flux magnitude including 1) landfast ice extent, 2) river sediment supply from the glaciated uplands, 3) permafrost thawing, 4) summer-fall storminess, and 5) coastal primary productivity. Noting the rapid changes that have occurred in the Arctic during the latter half of the 20th century, the federal interagency Study of Environmental Arctic Change (SEARCH) program has cited the need to determine to what extent recent and ongoing climate changes in the Arctic can be attributed to anthropogenic forcing. A successful project will contribute to answering that question."," Noting the rapid changes that have occurred in the Arctic during the latter half of the 20th century, the federal interagency Study of Environmental Arctic Change (SEARCH) program has cited the need to determine to what extent recent and ongoing climate changes in the Arctic can be attributed to anthropogenic forcing", 
4,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2086350P,doi:10.18739/A2086350P,"Linnévatnet (78.05° N; 13.8° E; 12 m asl) is a proglacial lake located on the western coast of Spitsbergen, the largest island of the Svalbard archipelago. The 5.75 km² lake is set in a 35.3 km² catchment and fed by the glacier, Linnébreen, (1.7 km²) along with several small cirque glaciers. Currently, Linnébreen covers roughly 5% of the watershed in the valley of Linnédalen. The vast majority of sediment is moved into the lake during the early summer snow melt; however, particularly warm summers increase sediment transport from the landscape into the lake as the glacier continues to generate melt-water (Werner et al., 2008; McKay, 2005). Previous sedimentological studies (Pratt, 2006; Leon, 2006; Yellen, 2006; Snyder et al., 2000) have focused on sediment cores recovered from basins proximal to the inflow delta of Linnéelva in 10 to 15 meters water depth. These studies have shown that the sediments are annually laminated (varved) in these locations. Here we present results of varve thickness measurements from two sediment cores from mooring G (B1-08, B2-08) taken in the deepest basin (35 m water depth), located in the distal northerly portion of the lake. High resolution thin section analyses down both cores find that varve thickness trends are in agreement. Increasing annual varve thickness measurements show a positive correlation (r² = 0.32, 0.18 P < 0.01) with yearly historic summer (July-August) temperature measurements from a meteorological station at Isfjord Radio Station (1947-2003 AD). External forcings (solar, volcanic, etc) appear to play a key role in environmental change, especially prior (< 1850 AD) to increased anthropogenic aerosols and CO2. Despite the relatively short length, Linnévatnet’s varve record adds to the few high-resolution climate data in a region critical for understand earth’s climate system.","c("" The vast majority of sediment is moved into the lake during the early summer snow melt; however, particularly warm summers increase sediment transport from the landscape into the lake as the glacier continues to generate melt-water (Werner et al"", "" Previous sedimentological studies (Pratt, 2006; Leon, 2006; Yellen, 2006; Snyder et al"")", 
10,,,m,,http://arcticdata.io/catalog/view/urn:uuid:6d944c05-07bc-4477-8964-98b311bfb5d9,urn:uuid:6d944c05-07bc-4477-8964-98b311bfb5d9,"This data report contains methods and data from transects, permanent vegetation plots, and permafrost boreholes sampled in summer-fall 2015 at the Airport Site at Prudhoe Bay, Alaska, for the NSF-funded project, ""Cumulative effects of Arctic oil development—planning and designing for sustainability,"" with additional funding from NASA's LCLUC Program. The study site consists of three transects located near the Deadhorse Airport. This builds on data collected in 2014 at a site near Lake Colleen. A forthcoming data report will contain additional data from both sites collected from fall 2015 to summer 2016.  The main objectives of the 2014 field program were to document the extent and effects of road dust and road-related flooding to the topography, landforms, permafrost, soils and vegetation near the Spine Road—the oldest, most heavily traveled road in the Prudhoe Bay region. A full description of the project goals, methods, data and conclusions from the 2014 field season is in Alaska Geobotany Center Data Report AGC 15-01 (Walker et al., 2015). Objectives of the 2015 field program were similar to those in 2014, except the focus of the study was three new transects established near the Deadhorse Airport and the northern terminus of the Dalton Highway at Milepost 414. This site offers some contrasts to Colleen Site A, including extensive dry thermokarst terrain with well-developed high-centered polygons along Transect 3, located southeast of the Dalton High‐way between the road and the Sagavanirktok River, and terrain in a heavily disturbed area northwest of the road where Transect 4 was established, that is mostly continuously flooded due to drainage being blocked by the road berm.  Transect 5 was established to provide better options for permafrost coring on the west side of the road, since deep flooding and gravel deposits from previous flood events prevented coring on Transect 4. Transect 5 also provides an approximate local analog of the conditions that existed prior to road construction. Data were collected on all three transects during 1-10 August and 16-23 September 2015. Another coring site, Sagavanirktok River Site 1 (SR-1), was established south of the Airport Site along the Sagavanirktok River, where local destruction of the highway caused by flooding from the Sagavanirktok River in spring 2015 created a major disturbance (Shur et al., 2016). More info:  http://www.geobotany.uaf.edu/arcsees/","c("" A full description of the project goals, methods, data and conclusions from the 2014 field season is in Alaska Geobotany Center Data Report AGC 15-01 (Walker et al"", "" Another coring site, Sagavanirktok River Site 1 (SR-1), was established south of the Airport Site along the Sagavanirktok River, where local destruction of the highway caused by flooding from the Sagavanirktok River in spring 2015 created a major disturbance (Shur et al"")",hard to find
11,,,m,,http://arcticdata.io/catalog/view/autogen.2016032220435043593.12,doi:10.18739/A2M61BQ8M,"Data collected in August 2014 at Colleen Site A, Prudhoe Bay, by DA Walker et al. of the Alaska Geobotany Center, Institute of Arctic Biology, University of Alaska Fairbanks. Part of a multiyear study of thermokarst-soil-vegetation interactions in relationship to climate change and oilfield infrastructure. 
Data presented in this report were collected for a study that focuses on thermokarst in relationship to both climate change and oilfield infrastructure. A fuller description of the landscape and permafrost changes in the Prudhoe Bay Oilfield appears in Walker et al. (2014). The main objectives of our 2014 field program were to document the extent and effects of road dust and road-related flooding to the topography, landforms, permafrost, soils, and vegetation.  We were particularly interested in changes to the permafrost and ice-wedges. During 2-13 August 2014, we examined thermoÂ­karst features that were easily accessible within the Lake Colleen region. We chose an intensive study site along the Spine Road, the oldest most heavily traveled road in the region. The area of the study site is defined as a 60-m swath centered on two transects, T1 on the northeast side of the road and T2 on the southwest side. More info:  http://www.geobotany.uaf.edu/arcsees/","c(""Data collected in August 2014 at Colleen Site A, Prudhoe Bay, by DA Walker et al"", "" A fuller description of the landscape and permafrost changes in the Prudhoe Bay Oilfield appears in Walker et al"")",hard to find
52,,,m,,http://arcticdata.io/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20077/2,https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20077/2,"These measurements repeat the measurements made by Shaver et al. (1986) along the Dalton Highway at some of the same sites.
Shaver, G. R., N. Fetcher, and F. S. Chapin III. 1986. Growth and flowering in Eriophorum vaginatum: Annual and latitudinal variation.  Ecology 67:1524-1535.",These measurements repeat the measurements made by Shaver et al, 
12,,,m,,http://arcticdata.io/catalog/view/urn:uuid:77653bf8-2993-4aae-8c0a-4f09df0f8d08,urn:uuid:77653bf8-2993-4aae-8c0a-4f09df0f8d08,"This data set contains the analysis of the best estimate of surface air temperature (SAT) over the Arctic Ocean in 12-hourly gridded fields from 1979-2008. The gridded fields are based on in situ observations from manned drifting stations, and buoy observations that have been quality controlled. These observations have been optimally interpolated, following the procedures of Rigor et al. 2000, using the National Centers for Environmental Prediction/National Center for Atmospheric Research (NCEP/NCAR) Reanalysis 1 (R1) as a first guess field. The analysis adjusts a warm bias exhibited by R1 in comparison to manned drifting station data over the Arctic Ocean, and improves the International Arctic Buoy Programme (IABP) / Polar Exchange at the Sea Surface (POLES) SAT analysis. This data set is preliminary pending review of manuscript documenting the analysis."," These observations have been optimally interpolated, following the procedures of Rigor et al", 
13,,,m,,http://arcticdata.io/catalog/view/doi:10.18739/A2S17SS1M,doi:10.18739/A2S17SS1M,"This dataset contains surface nuclear magnetic resonance (NMR) geophysical soundings acquired on or near Arctic lakes during spring fieldwork 2015 - 2016.  Measurements were made using a Vista Clara (Mukilteo, WA) GMR with a circle coincident transmitter/receiver loop either 75 m or 90 m diameter. Raw data for 10 soundings are provided in the proprietary format created by the instrument, and results after processing with MRSMatlab (Muller-Petke et al., 2016) open source inversion software are included as tabular values.  Müller-Petke, M., Braun, M., Hertrich, M., Costabel, S., & Walbrecker, J. (2016). MRSmatlab—A software tool for processing, modeling, and inversion of magnetic resonance sounding dataMRSmatlab. Geophysics, 81(4), WB9-WB21."," Raw data for 10 soundings are provided in the proprietary format created by the instrument, and results after processing with MRSMatlab (Muller-Petke et al", 
14,,,m,,http://arcticdata.io/catalog/view/doi:10.18739/A2Q313,doi:10.18739/A2Q313,"North Pole Environmental Observatory - Arctic Ocean Internal Wave and Mixing Data Archive Website at http://psc.apl.washington.edu/northpole/Mixing.html NSF Grants ARC-0909408 Sensitivity of Arctic Ocean Change to Background Mixing and ARC-0856330, OPP-9910305, OPP-0352754 North Pole Environmental Observatory Recent findings demonstrate the sensitivity of Arctic Ocean circulation to background, deep-ocean mixing. Results with a large-scale coupled ice-ocean model [Zhang and Steele, 2007] suggest the appropriate model background mixing for the Arctic Ocean is an order of magnitude lower than for ice-free oceans. Background mixing in the deep ocean is related to internal wave energy, which in ice-covered seas has been observed to be lower than in ice-free oceans, and to change with time and bathymetric conditions [Levine et al., 1985 and 1987; Halle and Pinkel, 2003; Pinkel, 2005]. Present thinking is that internal wave energies and background mixing are reduced in ice-covered seas by, among other things, dissipation of internal wave energy in the surface boundary layer immediately below the ice. Consequently, if the ice cover is reduced due to global warming, we may see a climate feedback that has not been considered before. If the ice cover is reduced, we may see increased internal wave energy, mixing, and heat flux in the deep ocean because less internal wave energy would be lost in the under-ice boundary layer. This would tend to result in increased heat flux to the ice, a positive climate feedback that would melt more ice. The effect could arguably be greatest near the continental slopes and submarine ridges, which are the likely areas of greatest internal wave increase and the paths of warm Atlantic water through the Arctic Basin. The sensitivity ocean circulation and energy balance to background mixing and the criticality of ocean heat and freshwater fluxes, suggest that as the Arctic Ocean changes, we should be tracking background mixing the way we track temperature and salinity. Direct measurements of mixing are difficult, but decades of research show that deep background mixing is a consequence of dissipation of internal wave energy. The exact nature of this relationship is an ongoing question, but it makes it possible to infer mixing from relatively simple observations of internal wave energy [e.g., Gregg, 1989; D'Asaro and Morison, 1992; Kunze et al., 2006]. In our new NSF-OPP project, Sensitivity of Arctic Ocean Change to Background Mixing (ARC- 0909408), we will be gathering together and analyzing existing Arctic Ocean data for internal waves and mixing using new methods, which in many cases have not been applied to the Arctic environment. As part of our renewed North Pole Environmental Observatory Grant (ARC-0856330) we are now dropping eXpendable Current Profilers (XCP) as a standard part of our NPEO airborne hydrographic surveys. The velocity shear measured by these probes, along with the CTD data, gives us a simple estimate of background internal wave energy from which background mixing can be inferred. We are collaborating with Ilker Fer of the University of Bergen in deploying and analyzing both his and our NPEO XCPs. We analyze the XCP data under our ""Mixing"" grant, and with other data, we will use them to track changes in internal wave energy and related mixing. We will also be performing a simple studies of the energetics of internal waves that combine existing ideas about the forcing of internal waves with new ice model results [Heil and Hibler, 2002; Hibler et al., 2006]. As part of the Mixing Project we are offering here data suitable for use by anyone doing Arctic Ocean model predictions (e.g., the Arctic Ocean Model Intercomparison Project, AOMIP). We are starting by assembling and analyzing XCP data from field projects associated with the North Pole Environmental Observatory beginning in 2007, plus older data from the first SCICEX cruise in 1993. CTD profile profile data pertient to the analysis are either included or directly referenced in other archives. New data will be added as it becomes available. References: - D'Asaro, Eric A. and J.H. Morison, 1992, Internal waves and mixing in the Arctic Ocean, Deep Sea Research, Vol. 39, Suppl. 2, pp. S459-S484. - Fer, I., 2009, Weak vertical diffusion allows maintenance of cold halocline in the central Arctic, Atmos. and Oceanic Sci. Lett., 2 (3), 148-152. - Gregg, M. C., 1989, Scaling turbulent dissipation in the thermocline, J. Geophys. Res., 94, (C7), 9686-9698. - Halle, C., and R. Pinkel, 2003, Internal wave variability in the Beaufort Sea during the winter of 1993/94, J. Geophys. Res., 108, 3210, doi:10.1029/2000JC000703. - Heil, P. and W. D. Hibler III, 2002, Modeling the high-frequency component of Arctic sea ice drift and deformation, J. Phys. Ocean., 32, 11; p. 3039-57. - Hibler, W. D. III, A. Roberts, P. Heil, A. Y. Proshutinsky, H. L. Simmons, and J. Lovick, 2006, Modeling M2 tidal variability in Arctic sea-ice drift and deformation, Annals of Glaciology, 44, 418-428. - Kunze E., E. Firing, J. M. Hummon, T. K. Chereskin, and A. M. Thurnherr, 2006, Global abyssal mixing inferred from lowered ADCP shear and CTD strain profiles, J. Phys Ocean., 36 (12), 2350-2352, correction from vol. 36, pg 1553, 2006. - Levine, M.D., C.A. Paulson and J.H. Morison, 1985: Internal waves in the Arctic Ocean: Observations and comparison with lower latitude climatology. J. Phys. Oceanogr., 15, 800-809. - Levine, M.D., C.A. Paulson and J.H. Morison, 1987. Observations of internal gravity waves under the arctic ice pack. J. Geophys. Res., 92 (C1), 779-782. - Pinkel, R., 2005, Near-inertial wave propagation in the Western Arctic, J. Phys. Oceanog., 35,645-665. - Zhang, J., and M. Steele, 2007, Effect of vertical mixing on the Atlantic Water layer circulation in the Arctic Ocean, J. Geophys. Res., 112, C04S04, doi:10.1029/2006JC003732. Acknowledgements: We would like to express our gratitude to: - Ilker Fer of the University of Bergen for providing expertise, mixing comparisons, and XCP probes for the NPEO drops starting in 2007. - Andrey Proshutinsky, Sarah Zimmermann, Tim Kane, and Luc Rainville of the 2007 Beaufort Gyre Exploration Project cruise on the Louis St. Laurent for dropping XCPs in the Beaufort Sea. - Mike Steele, Wendy Ermold, Roger Andersen, and Dale Chayes for supplying probes and doing drops during the Switchyard experiments. For further information, please contact Dr. James Morison morison@apl.washington.edu (206) 543-1394 Roger Andersen roger@apl.washington.edu (206) 543-1258 Departmental mailing address for both Dr. James Morison and Roger Andersen: Polar Science Center Applied Physics Lab, University of Washington 1013 NE 40th Seattle, WA 98105-6698 FAX (206) 616-3142","c("" Background mixing in the deep ocean is related to internal wave energy, which in ice-covered seas has been observed to be lower than in ice-free oceans, and to change with time and bathymetric conditions [Levine et al"", "", Gregg, 1989; D'Asaro and Morison, 1992; Kunze et al"", "" We will also be performing a simple studies of the energetics of internal waves that combine existing ideas about the forcing of internal waves with new ice model results [Heil and Hibler, 2002; Hibler et al"")", 
15,,,m,,http://arcticdata.io/catalog/view/doi:10.18739/A2HC5H,doi:10.18739/A2HC5H,"Measurements of leaf, wood, moss, lichen, root and whole ecosystem respiration made in tussock tundra near Imnavait Creek during the growing seasons of 2010, 2011 and 2012. Measurements were made in a closed system in complete darkness using custom designed chambers. Chambers were plumbed to a LI-8100 analyzer control unit (LI-COR Environmental, Lincoln, NE). Nomenclature for vascular plants follows Hulten (1968), while that for mosses follows Vitt et al. (1988)."," Nomenclature for vascular plants follows Hulten (1968), while that for mosses follows Vitt et al", 
16,,,m,,http://arcticdata.io/catalog/view/doi:10.5065/D6057D25,doi:10.5065/D6057D25,"This data set, spanning the period 1980-2008, is assembled from (1) interpolation of observed monthly totals from available station records with bias adjustments (2) disaggregation of the monthly totals to daily totals, making use of daily precipitation forecasts from the National Centers for Environmental Prediction/National Center for Atmospheric Research (NCEP/NCAR) reanalysis [Kalnay et al., 1996]. Station records from 1990 onwards are considered to be too sparse to assemble gridded products using this approach. A daily product from 1980 through the present is described separately (DAILY PRECIPITATION FROM STATISTICAL RECONSTRUCTIONS). This latter product, which is continually updated, makes use of a suite of variables from the NCEP/NCAR reanalysis. The data are presented in 24 sub-datasets of different spatial and temporal aggregations.","This data set, spanning the period 1980-2008, is assembled from (1) interpolation of observed monthly totals from available station records with bias adjustments (2) disaggregation of the monthly totals to daily totals, making use of daily precipitation forecasts from the National Centers for Environmental Prediction/National Center for Atmospheric Research (NCEP/NCAR) reanalysis [Kalnay et al", 
17,,,m,,http://arcticdata.io/catalog/view/doi:10.5065/D6RV0KT5,doi:10.5065/D6RV0KT5,"This data set, spanning the period 1980-2008, is assembled from (1) interpolation of observed monthly totals from available station records with bias adjustments (2) disaggregation of the monthly totals to daily totals, making use of daily precipitation forecasts from the National Centers for Environmental Prediction/National Center for Atmospheric Research (NCEP/NCAR) reanalysis [Kalnay et al., 1996]. Station records from 1990 onwards are considered to be too sparse to assemble gridded products using this approach. A daily product from 1980 through the present is described separately (DAILY PRECIPITATION FROM STATISTICAL RECONSTRUCTIONS). This latter product, which is continually updated, makes use of a suite of variables from the NCEP/NCAR reanalysis. The data are presented in 24 sub-datasets of different spatial and temporal aggregations.","This data set, spanning the period 1980-2008, is assembled from (1) interpolation of observed monthly totals from available station records with bias adjustments (2) disaggregation of the monthly totals to daily totals, making use of daily precipitation forecasts from the National Centers for Environmental Prediction/National Center for Atmospheric Research (NCEP/NCAR) reanalysis [Kalnay et al", 
18,,,m,,http://arcticdata.io/catalog/view/doi:10.5065/D6WQ01XR,doi:10.5065/D6WQ01XR,"Daily runoff is generated using the Pan-Arctic Water Balance Model (P/WBM) [Rawlins et al., 2003]. The P/WBM simulates the high-latitude water cycle by utilizing gridded fields of plant rooting depth, soil characteristics (texture, organic content), vegetation, and daily time series of precipitation [Serreze et al., 2003] and air temperature. Model inputs and outputs are defined at 29,926 grids of ~25 km (628 km^2) resolution across the Pan-Arctic on the Equal-Area Scalable Grid (EASE-Grid) [Brodzik and Knowles, 2002]. The P/WBM includes a simple scheme for simulating daily changes in soil frozen and liquid water amounts, which is driven by air temperature, modeled soil moisture content, and physiographic data. The climate time series (precipitation and air temperature) originate from the National Center for Environmental Prediction (NCEP) reanalysis project [Kalnay et al., 1996], with the precipitation inputs described in Serreze et al., 2003. The data is presented in 24 sub-datasets of different spatial and temporal aggregations.","c(""Daily runoff is generated using the Pan-Arctic Water Balance Model (P/WBM) [Rawlins et al"", "" The P/WBM simulates the high-latitude water cycle by utilizing gridded fields of plant rooting depth, soil characteristics (texture, organic content), vegetation, and daily time series of precipitation [Serreze et al"", "" The climate time series (precipitation and air temperature) originate from the National Center for Environmental Prediction (NCEP) reanalysis project [Kalnay et al"", "", 1996], with the precipitation inputs described in Serreze et al""
)", 
19,,,m,,http://arcticdata.io/catalog/view/doi:10.5065/D6125QST,doi:10.5065/D6125QST,"Daily runoff is generated using the Pan-Arctic Water Balance Model (P/WBM) [Rawlins et al., 2003]. The P/WBM simulates the high-latitude water cycle by utilizing gridded fields of plant rooting depth, soil characteristics (texture, organic content), vegetation, and daily time series of precipitation [Serreze et al., 2003] and air temperature. Model inputs and outputs are defined at 29,926 grids of ~25 km (628 km^2) resolution across the Pan-Arctic on the Equal-Area Scalable Grid known as Equal-Area Scalable Earth Grid (EASE-Grid) [Brodzik and Knowles, 2002]. The P/WBM includes a simple scheme for simulating daily changes in soil frozen and liquid water amounts, which is driven by air temperature, modeled soil moisture content, and physiographic data. The climate time series (precipitation and air temperature) originate from the National Center for Environmental Prediction (NCEP) reanalysis project [Kalnay et al., 1996], with the precipitation inputs described in Serreze et al., 2003. The data is presented in 24 sub-datasets of different spatial and temporal aggregations.","c(""Daily runoff is generated using the Pan-Arctic Water Balance Model (P/WBM) [Rawlins et al"", "" The P/WBM simulates the high-latitude water cycle by utilizing gridded fields of plant rooting depth, soil characteristics (texture, organic content), vegetation, and daily time series of precipitation [Serreze et al"", "" The climate time series (precipitation and air temperature) originate from the National Center for Environmental Prediction (NCEP) reanalysis project [Kalnay et al"", "", 1996], with the precipitation inputs described in Serreze et al""
)", 
25,,,m,,http://arcticdata.io/catalog/view/doi:10.5065/D6MW2F86,doi:10.5065/D6MW2F86,"This dataset contains Barrow Area Remote Sensing - Brw Be Land Cover data. Cloud free Quickbird satellite imagery was used to develop the land cover maps in this study. The dataset is composed of four multispectral (2.4m) and one panchromatic (0.6m) band. The multispectral bands were fused with the panchromatic scene using a Principal Components sharpening method, which characteristically maintains spatial and spectral quality (Vijayaraj et al., 2006). Ten land cover types were chosen for the land cover classification. These included seven vegetated land cover types identified from cluster analysis of plot level species cover data from the International Tundra Experiment (ITEX) and resampled International Biological Program (IBP) plots, bare ground, ice/snow/urban areas, and water."," The multispectral bands were fused with the panchromatic scene using a Principal Components sharpening method, which characteristically maintains spatial and spectral quality (Vijayaraj et al", 
26,,,m,,http://arcticdata.io/catalog/view/doi:10.5065/D61J97V8,doi:10.5065/D61J97V8,"This dataset contains Barrow Area Remote Sensing - Brw Peninsula Land Cover data. Cloud free Quickbird satellite imagery was used to develop the land cover maps in this study. The datasets were composed of four multispectral (2.4m) and one panchromatic (0.6m) band. The multispectral bands were fused with the panchromatic scene using a Principal Components sharpening method, which characteristically maintains spatial and spectral quality (Vijayaraj et al., 2006). Ten land cover types were chosen for the land cover classification. These included seven vegetated land cover types identified from cluster analysis of plot level species cover data from the International Tundra Experiment (ITEX) and resampled IBP plots, bare ground, ice/snow/urban areas, and water."," The multispectral bands were fused with the panchromatic scene using a Principal Components sharpening method, which characteristically maintains spatial and spectral quality (Vijayaraj et al", 
29,,,m,,http://arcticdata.io/catalog/view/doi:10.18739/A2R785P3X,doi:10.18739/A2R785P3X,"These data were collected on the CCGS (Canadian Coast Guard) Louis St. Laurent during BGOS (Beaufort Gyre Observing System) research cruises in 2012, 2013, 2014, 2016 and 2017 in the Beaufort Sea area. They are underway pCO 2 (Partial pressure of CO 2 ) data collected using an equilibrator-infrared method (SUPER CO 2 system from Sunburst Sensors). Ancillary data for calculation of air-sea CO 2 fluxes include temperature, salinity, atmospheric CO 2 , wind speed, and gas transfer velocity (calculated from Wanninkhof et al. (2009). Fluxes are not corrected for fractional ice-coverage."," Ancillary data for calculation of air-sea CO 2 fluxes include temperature, salinity, atmospheric CO 2 , wind speed, and gas transfer velocity (calculated from Wanninkhof et al", 
46,,,m,,http://arcticdata.io/catalog/view/doi:10.18739/A26D5PB57,doi:10.18739/A26D5PB57,"Dissolved organic carbon (DOC) in the ocean is thousands of 14C years old, yet a portion of the DOC cycles on much shorter time scales (days to decades). We present 14C measurements of DOC in the Arctic Ocean and estimate that ≥8% of the DOC in the deep Eurasian basin contains bomb 14C. While this is a limited dataset, there appears to be selective loss of modern DOC in the surface and halocline waters of the open Beaufort Sea versus the Beaufort slope. At one of the Beaufort Sea stations, there is a linear relationship between DOC Δ14C values and previously measured total hydrolysable amino acid concentrations as reported by Shen et al. (2012), indicating that deep DOC contains small amounts of bioavailable DOC. The 14C data show that not all of the deep DOC is recalcitrant."," At one of the Beaufort Sea stations, there is a linear relationship between DOC Δ14C values and previously measured total hydrolysable amino acid concentrations as reported by Shen et al", 
47,,,m,,http://arcticdata.io/catalog/view/doi:10.18739/A2XW47W7Z,doi:10.18739/A2XW47W7Z,"Dissolved organic carbon (DOC) in the ocean is thousands of 14C years old, yet a portion of the DOC cycles on much shorter time scales (days to decades). We present 14C measurements of DOC in the Arctic Ocean and estimate that ≥8% of the DOC in the deep Eurasian basin contains bomb 14C. While this is a limited dataset, there appears to be selective loss of modern DOC in the surface and halocline waters of the open Beaufort Sea versus the Beaufort slope. At one of the Beaufort Sea stations, there is a linear relationship between DOC Δ14C values and previously measured total hydrolysable amino acid concentrations as reported by Shen et al. (2012), indicating that deep DOC contains small amounts of bioavailable DOC. The 14C data show that not all of the deep DOC is recalcitrant."," At one of the Beaufort Sea stations, there is a linear relationship between DOC Δ14C values and previously measured total hydrolysable amino acid concentrations as reported by Shen et al", 
